Date,Category,Setting,Count
08/2020,Sepsis,Emergency Dept,134
09/2020,Sepsis,Emergency Dept,96
10/2020,Sepsis,Emergency Dept,92
11/2020,Sepsis,Emergency Dept,140
12/2020,Sepsis,Emergency Dept,289
01/2021,Sepsis,Emergency Dept,237
02/2021,Sepsis,Emergency Dept,147
03/2021,Sepsis,Emergency Dept,113
04/2021,Sepsis,Emergency Dept,97
05/2021,Sepsis,Emergency Dept,101
06/2021,Sepsis,Emergency Dept,69
07/2021,Sepsis,Emergency Dept,115
08/2021,Sepsis,Emergency Dept,123
09/2021,Sepsis,Emergency Dept,125
10/2021,Sepsis,Emergency Dept,121
11/2021,Sepsis,Emergency Dept,129
12/2021,Sepsis,Emergency Dept,114
01/2018,Stroke,Emergency Dept,9
02/2018,Stroke,Emergency Dept,3
03/2018,Stroke,Emergency Dept,7
04/2018,Stroke,Emergency Dept,6
05/2018,Stroke,Emergency Dept,13
06/2018,Stroke,Emergency Dept,5
07/2018,Stroke,Emergency Dept,9
08/2018,Stroke,Emergency Dept,7
09/2018,Stroke,Emergency Dept,5
10/2018,Stroke,Emergency Dept,3
11/2018,Stroke,Emergency Dept,10
12/2018,Stroke,Emergency Dept,12
01/2019,Stroke,Emergency Dept,10
02/2019,Stroke,Emergency Dept,9
03/2019,Stroke,Emergency Dept,9
04/2019,Stroke,Emergency Dept,14
05/2019,Stroke,Emergency Dept,8
06/2019,Stroke,Emergency Dept,8
07/2019,Stroke,Emergency Dept,5
08/2019,Stroke,Emergency Dept,11
09/2019,Stroke,Emergency Dept,1
10/2019,Stroke,Emergency Dept,5
11/2019,Stroke,Emergency Dept,12
12/2019,Stroke,Emergency Dept,6
01/2020,Stroke,Emergency Dept,8
02/2020,Stroke,Emergency Dept,4
03/2020,Stroke,Emergency Dept,9
04/2020,Stroke,Emergency Dept,13
05/2020,Stroke,Emergency Dept,11
06/2020,Stroke,Emergency Dept,7
07/2020,Stroke,Emergency Dept,11
08/2020,Stroke,Emergency Dept,9
09/2020,Stroke,Emergency Dept,8
10/2020,Stroke,Emergency Dept,4
11/2020,Stroke,Emergency Dept,13
12/2020,Stroke,Emergency Dept,19
01/2021,Stroke,Emergency Dept,10
02/2021,Stroke,Emergency Dept,7
03/2021,Stroke,Emergency Dept,11
04/2021,Stroke,Emergency Dept,4
05/2021,Stroke,Emergency Dept,9
06/2021,Stroke,Emergency Dept,6
07/2021,Stroke,Emergency Dept,7
08/2021,Stroke,Emergency Dept,8
09/2021,Stroke,Emergency Dept,7
10/2021,Stroke,Emergency Dept,12
11/2021,Stroke,Emergency Dept,11
12/2021,Stroke,Emergency Dept,10
01/2018,Substance Use Disorders,Emergency Dept,106
02/2018,Substance Use Disorders,Emergency Dept,108
03/2018,Substance Use Disorders,Emergency Dept,90
04/2018,Substance Use Disorders,Emergency Dept,93
05/2018,Substance Use Disorders,Emergency Dept,84
06/2018,Substance Use Disorders,Emergency Dept,73
07/2018,Substance Use Disorders,Emergency Dept,70
08/2018,Substance Use Disorders,Emergency Dept,78
09/2018,Substance Use Disorders,Emergency Dept,66
10/2018,Substance Use Disorders,Emergency Dept,79
11/2018,Substance Use Disorders,Emergency Dept,99
12/2018,Substance Use Disorders,Emergency Dept,100
01/2019,Substance Use Disorders,Emergency Dept,92
02/2019,Substance Use Disorders,Emergency Dept,88
03/2019,Substance Use Disorders,Emergency Dept,82
04/2019,Substance Use Disorders,Emergency Dept,69
05/2019,Substance Use Disorders,Emergency Dept,79
06/2019,Substance Use Disorders,Emergency Dept,82
07/2019,Substance Use Disorders,Emergency Dept,70
08/2019,Substance Use Disorders,Emergency Dept,62
09/2019,Substance Use Disorders,Emergency Dept,77
10/2019,Substance Use Disorders,Emergency Dept,65
11/2019,Substance Use Disorders,Emergency Dept,92
12/2019,Substance Use Disorders,Emergency Dept,93
01/2020,Substance Use Disorders,Emergency Dept,96
02/2020,Substance Use Disorders,Emergency Dept,84
03/2020,Substance Use Disorders,Emergency Dept,105
04/2020,Substance Use Disorders,Emergency Dept,93
05/2020,Substance Use Disorders,Emergency Dept,96
06/2020,Substance Use Disorders,Emergency Dept,84
07/2020,Substance Use Disorders,Emergency Dept,113
08/2020,Substance Use Disorders,Emergency Dept,104
09/2020,Substance Use Disorders,Emergency Dept,90
10/2020,Substance Use Disorders,Emergency Dept,89
11/2020,Substance Use Disorders,Emergency Dept,88
12/2020,Substance Use Disorders,Emergency Dept,113
01/2021,Substance Use Disorders,Emergency Dept,126
02/2021,Substance Use Disorders,Emergency Dept,103
03/2021,Substance Use Disorders,Emergency Dept,90
04/2021,Substance Use Disorders,Emergency Dept,74
05/2021,Substance Use Disorders,Emergency Dept,87
06/2021,Substance Use Disorders,Emergency Dept,68
07/2021,Substance Use Disorders,Emergency Dept,86
08/2021,Substance Use Disorders,Emergency Dept,114
09/2021,Substance Use Disorders,Emergency Dept,102
10/2021,Substance Use Disorders,Emergency Dept,97
11/2021,Substance Use Disorders,Emergency Dept,90
12/2021,Substance Use Disorders,Emergency Dept,110
02/2018,Unspecified Mental Disorders,Emergency Dept,2
03/2018,Unspecified Mental Disorders,Emergency Dept,1
04/2018,Unspecified Mental Disorders,Emergency Dept,2
05/2018,Unspecified Mental Disorders,Emergency Dept,2
06/2018,Unspecified Mental Disorders,Emergency Dept,2
07/2018,Unspecified Mental Disorders,Emergency Dept,1
08/2018,Unspecified Mental Disorders,Emergency Dept,3
09/2018,Unspecified Mental Disorders,Emergency Dept,3
10/2018,Unspecified Mental Disorders,Emergency Dept,1
11/2018,Unspecified Mental Disorders,Emergency Dept,3
12/2018,Unspecified Mental Disorders,Emergency Dept,1
01/2019,Unspecified Mental Disorders,Emergency Dept,1
02/2019,Unspecified Mental Disorders,Emergency Dept,2
03/2019,Unspecified Mental Disorders,Emergency Dept,1
04/2019,Unspecified Mental Disorders,Emergency Dept,3
05/2019,Unspecified Mental Disorders,Emergency Dept,2
07/2019,Unspecified Mental Disorders,Emergency Dept,4
08/2019,Unspecified Mental Disorders,Emergency Dept,2
10/2019,Unspecified Mental Disorders,Emergency Dept,1
11/2019,Unspecified Mental Disorders,Emergency Dept,2
12/2019,Unspecified Mental Disorders,Emergency Dept,2
03/2020,Unspecified Mental Disorders,Emergency Dept,2
04/2020,Unspecified Mental Disorders,Emergency Dept,4
05/2020,Unspecified Mental Disorders,Emergency Dept,1
07/2020,Unspecified Mental Disorders,Emergency Dept,1
08/2020,Unspecified Mental Disorders,Emergency Dept,6
09/2020,Unspecified Mental Disorders,Emergency Dept,1
10/2020,Unspecified Mental Disorders,Emergency Dept,1
12/2020,Unspecified Mental Disorders,Emergency Dept,3
01/2021,Unspecified Mental Disorders,Emergency Dept,3
02/2021,Unspecified Mental Disorders,Emergency Dept,1
03/2021,Unspecified Mental Disorders,Emergency Dept,3
04/2021,Unspecified Mental Disorders,Emergency Dept,3
06/2021,Unspecified Mental Disorders,Emergency Dept,2
07/2021,Unspecified Mental Disorders,Emergency Dept,1
08/2021,Unspecified Mental Disorders,Emergency Dept,1
09/2021,Unspecified Mental Disorders,Emergency Dept,1
10/2021,Unspecified Mental Disorders,Emergency Dept,1
11/2021,Unspecified Mental Disorders,Emergency Dept,2
1/2018,Anxiety,Inpatient Discharges,745
2/2018,Anxiety,Inpatient Discharges,564
3/2018,Anxiety,Inpatient Discharges,662
4/2018,Anxiety,Inpatient Discharges,556
5/2018,Anxiety,Inpatient Discharges,544
6/2018,Anxiety,Inpatient Discharges,537
7/2018,Anxiety,Inpatient Discharges,559
8/2018,Anxiety,Inpatient Discharges,548
9/2018,Anxiety,Inpatient Discharges,495
10/2018,Anxiety,Inpatient Discharges,514
11/2018,Anxiety,Inpatient Discharges,506
12/2018,Anxiety,Inpatient Discharges,596
1/2019,Anxiety,Inpatient Discharges,611
2/2019,Anxiety,Inpatient Discharges,636
3/2019,Anxiety,Inpatient Discharges,643
4/2019,Anxiety,Inpatient Discharges,596
5/2019,Anxiety,Inpatient Discharges,580
6/2019,Anxiety,Inpatient Discharges,531
7/2019,Anxiety,Inpatient Discharges,540
8/2019,Anxiety,Inpatient Discharges,516
9/2019,Anxiety,Inpatient Discharges,496
10/2019,Anxiety,Inpatient Discharges,559
11/2019,Anxiety,Inpatient Discharges,539
12/2019,Anxiety,Inpatient Discharges,617
1/2020,Anxiety,Inpatient Discharges,678
2/2020,Anxiety,Inpatient Discharges,660
3/2020,Anxiety,Inpatient Discharges,621
4/2020,Anxiety,Inpatient Discharges,513
5/2020,Anxiety,Inpatient Discharges,505
6/2020,Anxiety,Inpatient Discharges,539
7/2020,Anxiety,Inpatient Discharges,689
8/2020,Anxiety,Inpatient Discharges,677
9/2020,Anxiety,Inpatient Discharges,573
10/2020,Anxiety,Inpatient Discharges,570
11/2020,Anxiety,Inpatient Discharges,734
12/2020,Anxiety,Inpatient Discharges,1406
1/2021,Anxiety,Inpatient Discharges,2002
2/2021,Anxiety,Inpatient Discharges,1172
3/2021,Anxiety,Inpatient Discharges,761
4/2021,Anxiety,Inpatient Discharges,574
5/2021,Anxiety,Inpatient Discharges,605
6/2021,Anxiety,Inpatient Discharges,588
7/2021,Anxiety,Inpatient Discharges,596
8/2021,Anxiety,Inpatient Discharges,923
9/2021,Anxiety,Inpatient Discharges,1063
10/2021,Anxiety,Inpatient Discharges,897
11/2021,Anxiety,Inpatient Discharges,849
12/2021,Anxiety,Inpatient Discharges,888
1/2018,Asthma,Inpatient Discharges,396
2/2018,Asthma,Inpatient Discharges,298
3/2018,Asthma,Inpatient Discharges,287
4/2018,Asthma,Inpatient Discharges,264
5/2018,Asthma,Inpatient Discharges,236
6/2018,Asthma,Inpatient Discharges,198
7/2018,Asthma,Inpatient Discharges,205
8/2018,Asthma,Inpatient Discharges,226
9/2018,Asthma,Inpatient Discharges,209
10/2018,Asthma,Inpatient Discharges,236
11/2018,Asthma,Inpatient Discharges,234
12/2018,Asthma,Inpatient Discharges,275
1/2019,Asthma,Inpatient Discharges,334
2/2019,Asthma,Inpatient Discharges,268
3/2019,Asthma,Inpatient Discharges,289
4/2019,Asthma,Inpatient Discharges,270
5/2019,Asthma,Inpatient Discharges,268
6/2019,Asthma,Inpatient Discharges,226
7/2019,Asthma,Inpatient Discharges,233
8/2019,Asthma,Inpatient Discharges,233
9/2019,Asthma,Inpatient Discharges,204
10/2019,Asthma,Inpatient Discharges,232
11/2019,Asthma,Inpatient Discharges,240
12/2019,Asthma,Inpatient Discharges,294
1/2020,Asthma,Inpatient Discharges,302
2/2020,Asthma,Inpatient Discharges,291
3/2020,Asthma,Inpatient Discharges,289
4/2020,Asthma,Inpatient Discharges,304
5/2020,Asthma,Inpatient Discharges,253
6/2020,Asthma,Inpatient Discharges,279
7/2020,Asthma,Inpatient Discharges,394
8/2020,Asthma,Inpatient Discharges,374
9/2020,Asthma,Inpatient Discharges,269
10/2020,Asthma,Inpatient Discharges,274
11/2020,Asthma,Inpatient Discharges,306
12/2020,Asthma,Inpatient Discharges,717
1/2021,Asthma,Inpatient Discharges,1048
2/2021,Asthma,Inpatient Discharges,544
3/2021,Asthma,Inpatient Discharges,337
4/2021,Asthma,Inpatient Discharges,284
5/2021,Asthma,Inpatient Discharges,257
6/2021,Asthma,Inpatient Discharges,270
7/2021,Asthma,Inpatient Discharges,242
8/2021,Asthma,Inpatient Discharges,404
9/2021,Asthma,Inpatient Discharges,482
10/2021,Asthma,Inpatient Discharges,417
11/2021,Asthma,Inpatient Discharges,358
12/2021,Asthma,Inpatient Discharges,376
1/2018,Behavioral Syndromes,Inpatient Discharges,13
2/2018,Behavioral Syndromes,Inpatient Discharges,5
3/2018,Behavioral Syndromes,Inpatient Discharges,10
4/2018,Behavioral Syndromes,Inpatient Discharges,9
5/2018,Behavioral Syndromes,Inpatient Discharges,10
6/2018,Behavioral Syndromes,Inpatient Discharges,7
7/2018,Behavioral Syndromes,Inpatient Discharges,7
8/2018,Behavioral Syndromes,Inpatient Discharges,7
9/2018,Behavioral Syndromes,Inpatient Discharges,5
10/2018,Behavioral Syndromes,Inpatient Discharges,9
11/2018,Behavioral Syndromes,Inpatient Discharges,6
12/2018,Behavioral Syndromes,Inpatient Discharges,9
1/2019,Behavioral Syndromes,Inpatient Discharges,13
2/2019,Behavioral Syndromes,Inpatient Discharges,8
3/2019,Behavioral Syndromes,Inpatient Discharges,5
4/2019,Behavioral Syndromes,Inpatient Discharges,10
5/2019,Behavioral Syndromes,Inpatient Discharges,7
6/2019,Behavioral Syndromes,Inpatient Discharges,6
7/2019,Behavioral Syndromes,Inpatient Discharges,7
8/2019,Behavioral Syndromes,Inpatient Discharges,7
9/2019,Behavioral Syndromes,Inpatient Discharges,11
10/2019,Behavioral Syndromes,Inpatient Discharges,8
11/2019,Behavioral Syndromes,Inpatient Discharges,6
12/2019,Behavioral Syndromes,Inpatient Discharges,8
1/2020,Behavioral Syndromes,Inpatient Discharges,12
2/2020,Behavioral Syndromes,Inpatient Discharges,11
3/2020,Behavioral Syndromes,Inpatient Discharges,11
4/2020,Behavioral Syndromes,Inpatient Discharges,8
5/2020,Behavioral Syndromes,Inpatient Discharges,7
6/2020,Behavioral Syndromes,Inpatient Discharges,4
7/2020,Behavioral Syndromes,Inpatient Discharges,12
8/2020,Behavioral Syndromes,Inpatient Discharges,11
9/2020,Behavioral Syndromes,Inpatient Discharges,12
10/2020,Behavioral Syndromes,Inpatient Discharges,12
11/2020,Behavioral Syndromes,Inpatient Discharges,4
12/2020,Behavioral Syndromes,Inpatient Discharges,14
1/2021,Behavioral Syndromes,Inpatient Discharges,19
2/2021,Behavioral Syndromes,Inpatient Discharges,11
3/2021,Behavioral Syndromes,Inpatient Discharges,9
4/2021,Behavioral Syndromes,Inpatient Discharges,9
5/2021,Behavioral Syndromes,Inpatient Discharges,9
6/2021,Behavioral Syndromes,Inpatient Discharges,7
7/2021,Behavioral Syndromes,Inpatient Discharges,7
8/2021,Behavioral Syndromes,Inpatient Discharges,7
9/2021,Behavioral Syndromes,Inpatient Discharges,9
10/2021,Behavioral Syndromes,Inpatient Discharges,10
11/2021,Behavioral Syndromes,Inpatient Discharges,12
12/2021,Behavioral Syndromes,Inpatient Discharges,10
1/2018,Cancer,Inpatient Discharges,1791
2/2018,Cancer,Inpatient Discharges,1547
3/2018,Cancer,Inpatient Discharges,1699
4/2018,Cancer,Inpatient Discharges,1499
5/2018,Cancer,Inpatient Discharges,1516
6/2018,Cancer,Inpatient Discharges,1449
7/2018,Cancer,Inpatient Discharges,1573
8/2018,Cancer,Inpatient Discharges,1583
9/2018,Cancer,Inpatient Discharges,1476
10/2018,Cancer,Inpatient Discharges,1515
11/2018,Cancer,Inpatient Discharges,1536
12/2018,Cancer,Inpatient Discharges,1700
1/2019,Cancer,Inpatient Discharges,1764
2/2019,Cancer,Inpatient Discharges,1589
3/2019,Cancer,Inpatient Discharges,1752
4/2019,Cancer,Inpatient Discharges,1537
5/2019,Cancer,Inpatient Discharges,1610
6/2019,Cancer,Inpatient Discharges,1493
7/2019,Cancer,Inpatient Discharges,1505
8/2019,Cancer,Inpatient Discharges,1542
9/2019,Cancer,Inpatient Discharges,1495
10/2019,Cancer,Inpatient Discharges,1643
11/2019,Cancer,Inpatient Discharges,1464
12/2019,Cancer,Inpatient Discharges,1627
1/2020,Cancer,Inpatient Discharges,1816
2/2020,Cancer,Inpatient Discharges,1632
3/2020,Cancer,Inpatient Discharges,1596
4/2020,Cancer,Inpatient Discharges,1219
5/2020,Cancer,Inpatient Discharges,1265
6/2020,Cancer,Inpatient Discharges,1278
7/2020,Cancer,Inpatient Discharges,1336
8/2020,Cancer,Inpatient Discharges,1388
9/2020,Cancer,Inpatient Discharges,1347
10/2020,Cancer,Inpatient Discharges,1385
11/2020,Cancer,Inpatient Discharges,1454
12/2020,Cancer,Inpatient Discharges,1825
1/2021,Cancer,Inpatient Discharges,2030
2/2021,Cancer,Inpatient Discharges,1492
3/2021,Cancer,Inpatient Discharges,1470
4/2021,Cancer,Inpatient Discharges,1307
5/2021,Cancer,Inpatient Discharges,1379
6/2021,Cancer,Inpatient Discharges,1417
7/2021,Cancer,Inpatient Discharges,1415
8/2021,Cancer,Inpatient Discharges,1549
9/2021,Cancer,Inpatient Discharges,1564
10/2021,Cancer,Inpatient Discharges,1607
11/2021,Cancer,Inpatient Discharges,1585
12/2021,Cancer,Inpatient Discharges,1629
1/2018,Cardiac Arrest,Inpatient Discharges,1736
2/2018,Cardiac Arrest,Inpatient Discharges,1331
3/2018,Cardiac Arrest,Inpatient Discharges,1505
4/2018,Cardiac Arrest,Inpatient Discharges,1265
5/2018,Cardiac Arrest,Inpatient Discharges,1179
6/2018,Cardiac Arrest,Inpatient Discharges,1147
7/2018,Cardiac Arrest,Inpatient Discharges,1126
8/2018,Cardiac Arrest,Inpatient Discharges,1135
9/2018,Cardiac Arrest,Inpatient Discharges,1051
10/2018,Cardiac Arrest,Inpatient Discharges,1094
11/2018,Cardiac Arrest,Inpatient Discharges,1241
12/2018,Cardiac Arrest,Inpatient Discharges,1378
1/2019,Cardiac Arrest,Inpatient Discharges,1453
2/2019,Cardiac Arrest,Inpatient Discharges,1316
3/2019,Cardiac Arrest,Inpatient Discharges,1413
4/2019,Cardiac Arrest,Inpatient Discharges,1278
5/2019,Cardiac Arrest,Inpatient Discharges,1243
6/2019,Cardiac Arrest,Inpatient Discharges,1162
7/2019,Cardiac Arrest,Inpatient Discharges,1134
8/2019,Cardiac Arrest,Inpatient Discharges,1031
9/2019,Cardiac Arrest,Inpatient Discharges,1085
10/2019,Cardiac Arrest,Inpatient Discharges,1118
11/2019,Cardiac Arrest,Inpatient Discharges,1195
12/2019,Cardiac Arrest,Inpatient Discharges,1361
1/2020,Cardiac Arrest,Inpatient Discharges,1519
2/2020,Cardiac Arrest,Inpatient Discharges,1315
3/2020,Cardiac Arrest,Inpatient Discharges,1403
4/2020,Cardiac Arrest,Inpatient Discharges,1447
5/2020,Cardiac Arrest,Inpatient Discharges,1435
6/2020,Cardiac Arrest,Inpatient Discharges,1392
7/2020,Cardiac Arrest,Inpatient Discharges,1897
8/2020,Cardiac Arrest,Inpatient Discharges,1775
9/2020,Cardiac Arrest,Inpatient Discharges,1484
10/2020,Cardiac Arrest,Inpatient Discharges,1564
11/2020,Cardiac Arrest,Inpatient Discharges,1900
12/2020,Cardiac Arrest,Inpatient Discharges,3869
1/2021,Cardiac Arrest,Inpatient Discharges,5216
2/2021,Cardiac Arrest,Inpatient Discharges,2883
3/2021,Cardiac Arrest,Inpatient Discharges,2048
4/2021,Cardiac Arrest,Inpatient Discharges,1501
5/2021,Cardiac Arrest,Inpatient Discharges,1585
6/2021,Cardiac Arrest,Inpatient Discharges,1476
7/2021,Cardiac Arrest,Inpatient Discharges,1556
8/2021,Cardiac Arrest,Inpatient Discharges,2153
9/2021,Cardiac Arrest,Inpatient Discharges,2381
10/2021,Cardiac Arrest,Inpatient Discharges,2128
11/2021,Cardiac Arrest,Inpatient Discharges,1984
12/2021,Cardiac Arrest,Inpatient Discharges,2326
1/2018,Chronic Obstructive Pulmonary Disease (COPD),Inpatient Discharges,863
2/2018,Chronic Obstructive Pulmonary Disease (COPD),Inpatient Discharges,680
3/2018,Chronic Obstructive Pulmonary Disease (COPD),Inpatient Discharges,740
4/2018,Chronic Obstructive Pulmonary Disease (COPD),Inpatient Discharges,635
5/2018,Chronic Obstructive Pulmonary Disease (COPD),Inpatient Discharges,613
6/2018,Chronic Obstructive Pulmonary Disease (COPD),Inpatient Discharges,566
7/2018,Chronic Obstructive Pulmonary Disease (COPD),Inpatient Discharges,641
8/2018,Chronic Obstructive Pulmonary Disease (COPD),Inpatient Discharges,594
9/2018,Chronic Obstructive Pulmonary Disease (COPD),Inpatient Discharges,541
10/2018,Chronic Obstructive Pulmonary Disease (COPD),Inpatient Discharges,532
11/2018,Chronic Obstructive Pulmonary Disease (COPD),Inpatient Discharges,571
12/2018,Chronic Obstructive Pulmonary Disease (COPD),Inpatient Discharges,641
1/2019,Chronic Obstructive Pulmonary Disease (COPD),Inpatient Discharges,681
2/2019,Chronic Obstructive Pulmonary Disease (COPD),Inpatient Discharges,650
3/2019,Chronic Obstructive Pulmonary Disease (COPD),Inpatient Discharges,689
4/2019,Chronic Obstructive Pulmonary Disease (COPD),Inpatient Discharges,590
5/2019,Chronic Obstructive Pulmonary Disease (COPD),Inpatient Discharges,616
6/2019,Chronic Obstructive Pulmonary Disease (COPD),Inpatient Discharges,569
7/2019,Chronic Obstructive Pulmonary Disease (COPD),Inpatient Discharges,553
8/2019,Chronic Obstructive Pulmonary Disease (COPD),Inpatient Discharges,550
9/2019,Chronic Obstructive Pulmonary Disease (COPD),Inpatient Discharges,519
10/2019,Chronic Obstructive Pulmonary Disease (COPD),Inpatient Discharges,572
11/2019,Chronic Obstructive Pulmonary Disease (COPD),Inpatient Discharges,572
12/2019,Chronic Obstructive Pulmonary Disease (COPD),Inpatient Discharges,638
1/2020,Chronic Obstructive Pulmonary Disease (COPD),Inpatient Discharges,699
2/2020,Chronic Obstructive Pulmonary Disease (COPD),Inpatient Discharges,655
3/2020,Chronic Obstructive Pulmonary Disease (COPD),Inpatient Discharges,593
4/2020,Chronic Obstructive Pulmonary Disease (COPD),Inpatient Discharges,531
5/2020,Chronic Obstructive Pulmonary Disease (COPD),Inpatient Discharges,542
6/2020,Chronic Obstructive Pulmonary Disease (COPD),Inpatient Discharges,506
7/2020,Chronic Obstructive Pulmonary Disease (COPD),Inpatient Discharges,600
8/2020,Chronic Obstructive Pulmonary Disease (COPD),Inpatient Discharges,483
9/2020,Chronic Obstructive Pulmonary Disease (COPD),Inpatient Discharges,449
10/2020,Chronic Obstructive Pulmonary Disease (COPD),Inpatient Discharges,486
11/2020,Chronic Obstructive Pulmonary Disease (COPD),Inpatient Discharges,617
12/2020,Chronic Obstructive Pulmonary Disease (COPD),Inpatient Discharges,730
1/2021,Chronic Obstructive Pulmonary Disease (COPD),Inpatient Discharges,814
2/2021,Chronic Obstructive Pulmonary Disease (COPD),Inpatient Discharges,557
3/2021,Chronic Obstructive Pulmonary Disease (COPD),Inpatient Discharges,569
4/2021,Chronic Obstructive Pulmonary Disease (COPD),Inpatient Discharges,522
5/2021,Chronic Obstructive Pulmonary Disease (COPD),Inpatient Discharges,463
6/2021,Chronic Obstructive Pulmonary Disease (COPD),Inpatient Discharges,471
7/2021,Chronic Obstructive Pulmonary Disease (COPD),Inpatient Discharges,483
8/2021,Chronic Obstructive Pulmonary Disease (COPD),Inpatient Discharges,540
9/2021,Chronic Obstructive Pulmonary Disease (COPD),Inpatient Discharges,522
10/2021,Chronic Obstructive Pulmonary Disease (COPD),Inpatient Discharges,570
11/2021,Chronic Obstructive Pulmonary Disease (COPD),Inpatient Discharges,548
12/2021,Chronic Obstructive Pulmonary Disease (COPD),Inpatient Discharges,634
4/2020,COVID-19,Inpatient Discharges,1611
5/2020,COVID-19,Inpatient Discharges,1651
6/2020,COVID-19,Inpatient Discharges,1526
7/2020,COVID-19,Inpatient Discharges,2812
8/2020,COVID-19,Inpatient Discharges,2781
9/2020,COVID-19,Inpatient Discharges,1501
10/2020,COVID-19,Inpatient Discharges,1039
11/2020,COVID-19,Inpatient Discharges,1761
12/2020,COVID-19,Inpatient Discharges,8799
1/2021,COVID-19,Inpatient Discharges,14401
2/2021,COVID-19,Inpatient Discharges,5797
3/2021,COVID-19,Inpatient Discharges,1627
4/2021,COVID-19,Inpatient Discharges,607
5/2021,COVID-19,Inpatient Discharges,410
6/2021,COVID-19,Inpatient Discharges,266
7/2021,COVID-19,Inpatient Discharges,537
8/2021,COVID-19,Inpatient Discharges,2592
9/2021,COVID-19,Inpatient Discharges,3411
10/2021,COVID-19,Inpatient Discharges,2101
11/2021,COVID-19,Inpatient Discharges,1871
12/2021,COVID-19,Inpatient Discharges,1785
1/2018,Depression,Inpatient Discharges,820
2/2018,Depression,Inpatient Discharges,645
3/2018,Depression,Inpatient Discharges,629
4/2018,Depression,Inpatient Discharges,582
5/2018,Depression,Inpatient Discharges,573
6/2018,Depression,Inpatient Discharges,534
7/2018,Depression,Inpatient Discharges,534
8/2018,Depression,Inpatient Discharges,542
9/2018,Depression,Inpatient Discharges,512
10/2018,Depression,Inpatient Discharges,523
11/2018,Depression,Inpatient Discharges,533
12/2018,Depression,Inpatient Discharges,625
1/2019,Depression,Inpatient Discharges,674
2/2019,Depression,Inpatient Discharges,618
3/2019,Depression,Inpatient Discharges,669
4/2019,Depression,Inpatient Discharges,591
5/2019,Depression,Inpatient Discharges,546
6/2019,Depression,Inpatient Discharges,563
7/2019,Depression,Inpatient Discharges,530
8/2019,Depression,Inpatient Discharges,471
9/2019,Depression,Inpatient Discharges,487
10/2019,Depression,Inpatient Discharges,583
11/2019,Depression,Inpatient Discharges,510
12/2019,Depression,Inpatient Discharges,647
1/2020,Depression,Inpatient Discharges,651
2/2020,Depression,Inpatient Discharges,630
3/2020,Depression,Inpatient Discharges,588
4/2020,Depression,Inpatient Discharges,613
5/2020,Depression,Inpatient Discharges,604
6/2020,Depression,Inpatient Discharges,591
7/2020,Depression,Inpatient Discharges,687
8/2020,Depression,Inpatient Discharges,648
9/2020,Depression,Inpatient Discharges,595
10/2020,Depression,Inpatient Discharges,596
11/2020,Depression,Inpatient Discharges,673
12/2020,Depression,Inpatient Discharges,1270
1/2021,Depression,Inpatient Discharges,1524
2/2021,Depression,Inpatient Discharges,888
3/2021,Depression,Inpatient Discharges,681
4/2021,Depression,Inpatient Discharges,546
5/2021,Depression,Inpatient Discharges,542
6/2021,Depression,Inpatient Discharges,511
7/2021,Depression,Inpatient Discharges,570
8/2021,Depression,Inpatient Discharges,696
9/2021,Depression,Inpatient Discharges,772
10/2021,Depression,Inpatient Discharges,676
11/2021,Depression,Inpatient Discharges,600
12/2021,Depression,Inpatient Discharges,664
1/2018,Diabetes,Inpatient Discharges,3464
2/2018,Diabetes,Inpatient Discharges,2679
3/2018,Diabetes,Inpatient Discharges,2902
4/2018,Diabetes,Inpatient Discharges,2446
5/2018,Diabetes,Inpatient Discharges,2392
6/2018,Diabetes,Inpatient Discharges,2266
7/2018,Diabetes,Inpatient Discharges,2224
8/2018,Diabetes,Inpatient Discharges,2209
9/2018,Diabetes,Inpatient Discharges,2091
10/2018,Diabetes,Inpatient Discharges,2245
11/2018,Diabetes,Inpatient Discharges,2382
12/2018,Diabetes,Inpatient Discharges,2727
1/2019,Diabetes,Inpatient Discharges,2929
2/2019,Diabetes,Inpatient Discharges,2682
3/2019,Diabetes,Inpatient Discharges,2840
4/2019,Diabetes,Inpatient Discharges,2499
5/2019,Diabetes,Inpatient Discharges,2489
6/2019,Diabetes,Inpatient Discharges,2265
7/2019,Diabetes,Inpatient Discharges,2303
8/2019,Diabetes,Inpatient Discharges,2185
9/2019,Diabetes,Inpatient Discharges,2169
10/2019,Diabetes,Inpatient Discharges,2373
11/2019,Diabetes,Inpatient Discharges,2378
12/2019,Diabetes,Inpatient Discharges,2721
1/2020,Diabetes,Inpatient Discharges,3145
2/2020,Diabetes,Inpatient Discharges,2832
3/2020,Diabetes,Inpatient Discharges,2891
4/2020,Diabetes,Inpatient Discharges,3062
5/2020,Diabetes,Inpatient Discharges,2931
6/2020,Diabetes,Inpatient Discharges,2888
7/2020,Diabetes,Inpatient Discharges,3696
8/2020,Diabetes,Inpatient Discharges,3675
9/2020,Diabetes,Inpatient Discharges,2859
10/2020,Diabetes,Inpatient Discharges,2785
11/2020,Diabetes,Inpatient Discharges,3283
12/2020,Diabetes,Inpatient Discharges,7399
1/2021,Diabetes,Inpatient Discharges,10769
2/2021,Diabetes,Inpatient Discharges,5643
3/2021,Diabetes,Inpatient Discharges,3658
4/2021,Diabetes,Inpatient Discharges,2637
5/2021,Diabetes,Inpatient Discharges,2580
