Category,Setting,Diagnosis,Year,Month,Date,Count
Unspecified Mental Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2021,6,6/2021,2
Unspecified Mental Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2021,7,7/2021,1
Unspecified Mental Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2021,8,8/2021,1
Unspecified Mental Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2021,9,9/2021,1
Unspecified Mental Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2021,10,10/2021,1
Unspecified Mental Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2021,11,11/2021,2
Anxiety,Emergency Dept,Secondary (COVID-19 Primary),2020,4,4/2020,2
Anxiety,Emergency Dept,Secondary (COVID-19 Primary),2020,5,5/2020,2
Anxiety,Emergency Dept,Secondary (COVID-19 Primary),2020,6,6/2020,3
Anxiety,Emergency Dept,Secondary (COVID-19 Primary),2020,7,7/2020,2
Anxiety,Emergency Dept,Secondary (COVID-19 Primary),2020,8,8/2020,2
Anxiety,Emergency Dept,Secondary (COVID-19 Primary),2020,9,9/2020,1
Anxiety,Emergency Dept,Secondary (COVID-19 Primary),2020,11,11/2020,1
Anxiety,Emergency Dept,Secondary (COVID-19 Primary),2020,12,12/2020,9
Anxiety,Emergency Dept,Secondary (COVID-19 Primary),2021,1,1/2021,6
Anxiety,Emergency Dept,Secondary (COVID-19 Primary),2021,2,2/2021,2
Anxiety,Emergency Dept,Secondary (COVID-19 Primary),2021,3,3/2021,1
Anxiety,Emergency Dept,Secondary (COVID-19 Primary),2021,6,6/2021,1
Anxiety,Emergency Dept,Secondary (COVID-19 Primary),2021,8,8/2021,2
Anxiety,Emergency Dept,Secondary (COVID-19 Primary),2021,9,9/2021,1
Anxiety,Emergency Dept,Secondary (COVID-19 Primary),2021,10,10/2021,2
Anxiety,Emergency Dept,Secondary (COVID-19 Primary),2021,11,11/2021,3
Anxiety,Emergency Dept,Secondary (COVID-19 Primary),2021,12,12/2021,1
Asthma,Emergency Dept,Secondary (COVID-19 Primary),2020,4,4/2020,1
Asthma,Emergency Dept,Secondary (COVID-19 Primary),2020,5,5/2020,1
Asthma,Emergency Dept,Secondary (COVID-19 Primary),2020,9,9/2020,1
Asthma,Emergency Dept,Secondary (COVID-19 Primary),2020,11,11/2020,1
Asthma,Emergency Dept,Secondary (COVID-19 Primary),2020,12,12/2020,13
Asthma,Emergency Dept,Secondary (COVID-19 Primary),2021,1,1/2021,14
Asthma,Emergency Dept,Secondary (COVID-19 Primary),2021,2,2/2021,3
Asthma,Emergency Dept,Secondary (COVID-19 Primary),2021,4,4/2021,1
Asthma,Emergency Dept,Secondary (COVID-19 Primary),2021,7,7/2021,2
Asthma,Emergency Dept,Secondary (COVID-19 Primary),2021,8,8/2021,2
Asthma,Emergency Dept,Secondary (COVID-19 Primary),2021,9,9/2021,2
Asthma,Emergency Dept,Secondary (COVID-19 Primary),2021,10,10/2021,1
Asthma,Emergency Dept,Secondary (COVID-19 Primary),2021,11,11/2021,2
Cancer,Emergency Dept,Secondary (COVID-19 Primary),2020,6,6/2020,1
Cancer,Emergency Dept,Secondary (COVID-19 Primary),2020,7,7/2020,1
Cancer,Emergency Dept,Secondary (COVID-19 Primary),2020,8,8/2020,1
Cancer,Emergency Dept,Secondary (COVID-19 Primary),2020,9,9/2020,1
Cancer,Emergency Dept,Secondary (COVID-19 Primary),2020,10,10/2020,1
Cancer,Emergency Dept,Secondary (COVID-19 Primary),2020,12,12/2020,5
Cancer,Emergency Dept,Secondary (COVID-19 Primary),2021,1,1/2021,2
Cancer,Emergency Dept,Secondary (COVID-19 Primary),2021,2,2/2021,3
Cancer,Emergency Dept,Secondary (COVID-19 Primary),2021,8,8/2021,3
Cancer,Emergency Dept,Secondary (COVID-19 Primary),2021,10,10/2021,1
Cancer,Emergency Dept,Secondary (COVID-19 Primary),2021,11,11/2021,3
Cancer,Emergency Dept,Secondary (COVID-19 Primary),2021,12,12/2021,1
Cardiac Arrest,Emergency Dept,Secondary (COVID-19 Primary),2020,4,4/2020,29
Cardiac Arrest,Emergency Dept,Secondary (COVID-19 Primary),2020,5,5/2020,10
Cardiac Arrest,Emergency Dept,Secondary (COVID-19 Primary),2020,6,6/2020,21
Cardiac Arrest,Emergency Dept,Secondary (COVID-19 Primary),2020,7,7/2020,36
Cardiac Arrest,Emergency Dept,Secondary (COVID-19 Primary),2020,8,8/2020,31
Cardiac Arrest,Emergency Dept,Secondary (COVID-19 Primary),2020,9,9/2020,18
Cardiac Arrest,Emergency Dept,Secondary (COVID-19 Primary),2020,10,10/2020,11
Cardiac Arrest,Emergency Dept,Secondary (COVID-19 Primary),2020,11,11/2020,24
Cardiac Arrest,Emergency Dept,Secondary (COVID-19 Primary),2020,12,12/2020,171
Cardiac Arrest,Emergency Dept,Secondary (COVID-19 Primary),2021,1,1/2021,142
Cardiac Arrest,Emergency Dept,Secondary (COVID-19 Primary),2021,2,2/2021,28
Cardiac Arrest,Emergency Dept,Secondary (COVID-19 Primary),2021,3,3/2021,14
Cardiac Arrest,Emergency Dept,Secondary (COVID-19 Primary),2021,4,4/2021,7
Cardiac Arrest,Emergency Dept,Secondary (COVID-19 Primary),2021,5,5/2021,2
Cardiac Arrest,Emergency Dept,Secondary (COVID-19 Primary),2021,6,6/2021,5
Cardiac Arrest,Emergency Dept,Secondary (COVID-19 Primary),2021,7,7/2021,9
Cardiac Arrest,Emergency Dept,Secondary (COVID-19 Primary),2021,8,8/2021,33
Cardiac Arrest,Emergency Dept,Secondary (COVID-19 Primary),2021,9,9/2021,21
Cardiac Arrest,Emergency Dept,Secondary (COVID-19 Primary),2021,10,10/2021,19
Cardiac Arrest,Emergency Dept,Secondary (COVID-19 Primary),2021,11,11/2021,17
Cardiac Arrest,Emergency Dept,Secondary (COVID-19 Primary),2021,12,12/2021,21
Chronic Obstructive Pulmonary Disease (COPD),Emergency Dept,Secondary (COVID-19 Primary),2020,4,4/2020,3
Chronic Obstructive Pulmonary Disease (COPD),Emergency Dept,Secondary (COVID-19 Primary),2020,6,6/2020,2
Chronic Obstructive Pulmonary Disease (COPD),Emergency Dept,Secondary (COVID-19 Primary),2020,7,7/2020,5
Chronic Obstructive Pulmonary Disease (COPD),Emergency Dept,Secondary (COVID-19 Primary),2020,8,8/2020,1
Chronic Obstructive Pulmonary Disease (COPD),Emergency Dept,Secondary (COVID-19 Primary),2020,11,11/2020,7
Chronic Obstructive Pulmonary Disease (COPD),Emergency Dept,Secondary (COVID-19 Primary),2020,12,12/2020,21
Chronic Obstructive Pulmonary Disease (COPD),Emergency Dept,Secondary (COVID-19 Primary),2021,1,1/2021,11
Chronic Obstructive Pulmonary Disease (COPD),Emergency Dept,Secondary (COVID-19 Primary),2021,2,2/2021,4
Chronic Obstructive Pulmonary Disease (COPD),Emergency Dept,Secondary (COVID-19 Primary),2021,3,3/2021,1
Chronic Obstructive Pulmonary Disease (COPD),Emergency Dept,Secondary (COVID-19 Primary),2021,4,4/2021,1
Chronic Obstructive Pulmonary Disease (COPD),Emergency Dept,Secondary (COVID-19 Primary),2021,6,6/2021,1
Chronic Obstructive Pulmonary Disease (COPD),Emergency Dept,Secondary (COVID-19 Primary),2021,7,7/2021,1
Chronic Obstructive Pulmonary Disease (COPD),Emergency Dept,Secondary (COVID-19 Primary),2021,8,8/2021,5
Chronic Obstructive Pulmonary Disease (COPD),Emergency Dept,Secondary (COVID-19 Primary),2021,9,9/2021,2
Chronic Obstructive Pulmonary Disease (COPD),Emergency Dept,Secondary (COVID-19 Primary),2021,10,10/2021,1
Chronic Obstructive Pulmonary Disease (COPD),Emergency Dept,Secondary (COVID-19 Primary),2021,11,11/2021,1
Chronic Obstructive Pulmonary Disease (COPD),Emergency Dept,Secondary (COVID-19 Primary),2021,12,12/2021,2
Depression,Emergency Dept,Secondary (COVID-19 Primary),2020,5,5/2020,3
Depression,Emergency Dept,Secondary (COVID-19 Primary),2020,6,6/2020,2
Depression,Emergency Dept,Secondary (COVID-19 Primary),2020,7,7/2020,3
Depression,Emergency Dept,Secondary (COVID-19 Primary),2020,8,8/2020,5
Depression,Emergency Dept,Secondary (COVID-19 Primary),2020,9,9/2020,1
Depression,Emergency Dept,Secondary (COVID-19 Primary),2020,10,10/2020,1
Depression,Emergency Dept,Secondary (COVID-19 Primary),2020,11,11/2020,2
Depression,Emergency Dept,Secondary (COVID-19 Primary),2020,12,12/2020,8
Depression,Emergency Dept,Secondary (COVID-19 Primary),2021,1,1/2021,4
Depression,Emergency Dept,Secondary (COVID-19 Primary),2021,2,2/2021,2
Depression,Emergency Dept,Secondary (COVID-19 Primary),2021,4,4/2021,2
Depression,Emergency Dept,Secondary (COVID-19 Primary),2021,7,7/2021,1
Depression,Emergency Dept,Secondary (COVID-19 Primary),2021,8,8/2021,2
Depression,Emergency Dept,Secondary (COVID-19 Primary),2021,9,9/2021,1
Depression,Emergency Dept,Secondary (COVID-19 Primary),2021,10,10/2021,2
Depression,Emergency Dept,Secondary (COVID-19 Primary),2021,11,11/2021,2
Diabetes,Emergency Dept,Secondary (COVID-19 Primary),2020,4,4/2020,20
Diabetes,Emergency Dept,Secondary (COVID-19 Primary),2020,5,5/2020,9
Diabetes,Emergency Dept,Secondary (COVID-19 Primary),2020,6,6/2020,11
Diabetes,Emergency Dept,Secondary (COVID-19 Primary),2020,7,7/2020,24
Diabetes,Emergency Dept,Secondary (COVID-19 Primary),2020,8,8/2020,18
Diabetes,Emergency Dept,Secondary (COVID-19 Primary),2020,9,9/2020,10
Diabetes,Emergency Dept,Secondary (COVID-19 Primary),2020,10,10/2020,6
Diabetes,Emergency Dept,Secondary (COVID-19 Primary),2020,11,11/2020,21
Diabetes,Emergency Dept,Secondary (COVID-19 Primary),2020,12,12/2020,110
Diabetes,Emergency Dept,Secondary (COVID-19 Primary),2021,1,1/2021,89
Diabetes,Emergency Dept,Secondary (COVID-19 Primary),2021,2,2/2021,22
Diabetes,Emergency Dept,Secondary (COVID-19 Primary),2021,3,3/2021,7
Diabetes,Emergency Dept,Secondary (COVID-19 Primary),2021,4,4/2021,2
Diabetes,Emergency Dept,Secondary (COVID-19 Primary),2021,5,5/2021,1
Diabetes,Emergency Dept,Secondary (COVID-19 Primary),2021,6,6/2021,1
Diabetes,Emergency Dept,Secondary (COVID-19 Primary),2021,7,7/2021,7
Diabetes,Emergency Dept,Secondary (COVID-19 Primary),2021,8,8/2021,15
Diabetes,Emergency Dept,Secondary (COVID-19 Primary),2021,9,9/2021,10
Diabetes,Emergency Dept,Secondary (COVID-19 Primary),2021,10,10/2021,7
Diabetes,Emergency Dept,Secondary (COVID-19 Primary),2021,11,11/2021,10
Diabetes,Emergency Dept,Secondary (COVID-19 Primary),2021,12,12/2021,7
Hypertension,Emergency Dept,Secondary (COVID-19 Primary),2020,4,4/2020,27
Hypertension,Emergency Dept,Secondary (COVID-19 Primary),2020,5,5/2020,8
Hypertension,Emergency Dept,Secondary (COVID-19 Primary),2020,6,6/2020,16
Hypertension,Emergency Dept,Secondary (COVID-19 Primary),2020,7,7/2020,32
Hypertension,Emergency Dept,Secondary (COVID-19 Primary),2020,8,8/2020,28
Hypertension,Emergency Dept,Secondary (COVID-19 Primary),2020,9,9/2020,15
Hypertension,Emergency Dept,Secondary (COVID-19 Primary),2020,10,10/2020,13
Hypertension,Emergency Dept,Secondary (COVID-19 Primary),2020,11,11/2020,33
Hypertension,Emergency Dept,Secondary (COVID-19 Primary),2020,12,12/2020,155
Hypertension,Emergency Dept,Secondary (COVID-19 Primary),2021,1,1/2021,115
Hypertension,Emergency Dept,Secondary (COVID-19 Primary),2021,2,2/2021,35
Hypertension,Emergency Dept,Secondary (COVID-19 Primary),2021,3,3/2021,9
Hypertension,Emergency Dept,Secondary (COVID-19 Primary),2021,4,4/2021,2
Hypertension,Emergency Dept,Secondary (COVID-19 Primary),2021,5,5/2021,1
Hypertension,Emergency Dept,Secondary (COVID-19 Primary),2021,6,6/2021,4
Hypertension,Emergency Dept,Secondary (COVID-19 Primary),2021,7,7/2021,7
Hypertension,Emergency Dept,Secondary (COVID-19 Primary),2021,8,8/2021,18
Hypertension,Emergency Dept,Secondary (COVID-19 Primary),2021,9,9/2021,15
Hypertension,Emergency Dept,Secondary (COVID-19 Primary),2021,10,10/2021,14
Hypertension,Emergency Dept,Secondary (COVID-19 Primary),2021,11,11/2021,11
Hypertension,Emergency Dept,Secondary (COVID-19 Primary),2021,12,12/2021,10
Mood Disorders (Excluding Depression),Emergency Dept,Secondary (COVID-19 Primary),2020,12,12/2020,3
Mood Disorders (Excluding Depression),Emergency Dept,Secondary (COVID-19 Primary),2021,1,1/2021,1
Mood Disorders (Excluding Depression),Emergency Dept,Secondary (COVID-19 Primary),2021,2,2/2021,1
Mood Disorders (Excluding Depression),Emergency Dept,Secondary (COVID-19 Primary),2021,7,7/2021,1
Mood Disorders (Excluding Depression),Emergency Dept,Secondary (COVID-19 Primary),2021,10,10/2021,1
Non-Mood Psychotic Disorders,Emergency Dept,Secondary (COVID-19 Primary),2020,5,5/2020,1
Non-Mood Psychotic Disorders,Emergency Dept,Secondary (COVID-19 Primary),2020,6,6/2020,1
Non-Mood Psychotic Disorders,Emergency Dept,Secondary (COVID-19 Primary),2020,7,7/2020,2
Non-Mood Psychotic Disorders,Emergency Dept,Secondary (COVID-19 Primary),2020,8,8/2020,2
Non-Mood Psychotic Disorders,Emergency Dept,Secondary (COVID-19 Primary),2020,12,12/2020,3
Non-Mood Psychotic Disorders,Emergency Dept,Secondary (COVID-19 Primary),2021,1,1/2021,3
Non-Mood Psychotic Disorders,Emergency Dept,Secondary (COVID-19 Primary),2021,2,2/2021,1
Non-Mood Psychotic Disorders,Emergency Dept,Secondary (COVID-19 Primary),2021,7,7/2021,1
Nonpsychotic Disorders (Excluding Anxiety),Emergency Dept,Secondary (COVID-19 Primary),2020,12,12/2020,1
Obesity,Emergency Dept,Secondary (COVID-19 Primary),2020,4,4/2020,5
Obesity,Emergency Dept,Secondary (COVID-19 Primary),2020,5,5/2020,5
Obesity,Emergency Dept,Secondary (COVID-19 Primary),2020,6,6/2020,1
Obesity,Emergency Dept,Secondary (COVID-19 Primary),2020,7,7/2020,3
Obesity,Emergency Dept,Secondary (COVID-19 Primary),2020,8,8/2020,3
Obesity,Emergency Dept,Secondary (COVID-19 Primary),2020,10,10/2020,2
Obesity,Emergency Dept,Secondary (COVID-19 Primary),2020,11,11/2020,4
Obesity,Emergency Dept,Secondary (COVID-19 Primary),2020,12,12/2020,24
Obesity,Emergency Dept,Secondary (COVID-19 Primary),2021,1,1/2021,9
Obesity,Emergency Dept,Secondary (COVID-19 Primary),2021,2,2/2021,5
Obesity,Emergency Dept,Secondary (COVID-19 Primary),2021,3,3/2021,2
Obesity,Emergency Dept,Secondary (COVID-19 Primary),2021,4,4/2021,1
Obesity,Emergency Dept,Secondary (COVID-19 Primary),2021,5,5/2021,1
Obesity,Emergency Dept,Secondary (COVID-19 Primary),2021,7,7/2021,4
Obesity,Emergency Dept,Secondary (COVID-19 Primary),2021,8,8/2021,10
Obesity,Emergency Dept,Secondary (COVID-19 Primary),2021,9,9/2021,3
Obesity,Emergency Dept,Secondary (COVID-19 Primary),2021,10,10/2021,3
Obesity,Emergency Dept,Secondary (COVID-19 Primary),2021,11,11/2021,4
Obesity,Emergency Dept,Secondary (COVID-19 Primary),2021,12,12/2021,2
Pneumonia,Emergency Dept,Secondary (COVID-19 Primary),2020,4,4/2020,10
Pneumonia,Emergency Dept,Secondary (COVID-19 Primary),2020,5,5/2020,7
Pneumonia,Emergency Dept,Secondary (COVID-19 Primary),2020,6,6/2020,14
Pneumonia,Emergency Dept,Secondary (COVID-19 Primary),2020,7,7/2020,26
Pneumonia,Emergency Dept,Secondary (COVID-19 Primary),2020,8,8/2020,16
Pneumonia,Emergency Dept,Secondary (COVID-19 Primary),2020,9,9/2020,8
Pneumonia,Emergency Dept,Secondary (COVID-19 Primary),2020,10,10/2020,6
Pneumonia,Emergency Dept,Secondary (COVID-19 Primary),2020,11,11/2020,24
Pneumonia,Emergency Dept,Secondary (COVID-19 Primary),2020,12,12/2020,129
Pneumonia,Emergency Dept,Secondary (COVID-19 Primary),2021,1,1/2021,116
Pneumonia,Emergency Dept,Secondary (COVID-19 Primary),2021,2,2/2021,27
Pneumonia,Emergency Dept,Secondary (COVID-19 Primary),2021,3,3/2021,10
Pneumonia,Emergency Dept,Secondary (COVID-19 Primary),2021,4,4/2021,4
Pneumonia,Emergency Dept,Secondary (COVID-19 Primary),2021,6,6/2021,2
Pneumonia,Emergency Dept,Secondary (COVID-19 Primary),2021,7,7/2021,5
Pneumonia,Emergency Dept,Secondary (COVID-19 Primary),2021,8,8/2021,24
Pneumonia,Emergency Dept,Secondary (COVID-19 Primary),2021,9,9/2021,22
Pneumonia,Emergency Dept,Secondary (COVID-19 Primary),2021,10,10/2021,15
Pneumonia,Emergency Dept,Secondary (COVID-19 Primary),2021,11,11/2021,18
Pneumonia,Emergency Dept,Secondary (COVID-19 Primary),2021,12,12/2021,11
Respiratory Arrest/Failure,Emergency Dept,Secondary (COVID-19 Primary),2020,3,3/2020,1
Respiratory Arrest/Failure,Emergency Dept,Secondary (COVID-19 Primary),2020,4,4/2020,14
Respiratory Arrest/Failure,Emergency Dept,Secondary (COVID-19 Primary),2020,5,5/2020,13
Respiratory Arrest/Failure,Emergency Dept,Secondary (COVID-19 Primary),2020,6,6/2020,16
Respiratory Arrest/Failure,Emergency Dept,Secondary (COVID-19 Primary),2020,7,7/2020,29
Respiratory Arrest/Failure,Emergency Dept,Secondary (COVID-19 Primary),2020,8,8/2020,21
Respiratory Arrest/Failure,Emergency Dept,Secondary (COVID-19 Primary),2020,9,9/2020,8
Respiratory Arrest/Failure,Emergency Dept,Secondary (COVID-19 Primary),2020,10,10/2020,6
Respiratory Arrest/Failure,Emergency Dept,Secondary (COVID-19 Primary),2020,11,11/2020,28
Respiratory Arrest/Failure,Emergency Dept,Secondary (COVID-19 Primary),2020,12,12/2020,130
Respiratory Arrest/Failure,Emergency Dept,Secondary (COVID-19 Primary),2021,1,1/2021,122
Respiratory Arrest/Failure,Emergency Dept,Secondary (COVID-19 Primary),2021,2,2/2021,26
Respiratory Arrest/Failure,Emergency Dept,Secondary (COVID-19 Primary),2021,3,3/2021,8
Respiratory Arrest/Failure,Emergency Dept,Secondary (COVID-19 Primary),2021,4,4/2021,2
Respiratory Arrest/Failure,Emergency Dept,Secondary (COVID-19 Primary),2021,5,5/2021,1
Respiratory Arrest/Failure,Emergency Dept,Secondary (COVID-19 Primary),2021,6,6/2021,4
Respiratory Arrest/Failure,Emergency Dept,Secondary (COVID-19 Primary),2021,7,7/2021,5
Respiratory Arrest/Failure,Emergency Dept,Secondary (COVID-19 Primary),2021,8,8/2021,19
Respiratory Arrest/Failure,Emergency Dept,Secondary (COVID-19 Primary),2021,9,9/2021,19
Respiratory Arrest/Failure,Emergency Dept,Secondary (COVID-19 Primary),2021,10,10/2021,16
Respiratory Arrest/Failure,Emergency Dept,Secondary (COVID-19 Primary),2021,11,11/2021,19
Respiratory Arrest/Failure,Emergency Dept,Secondary (COVID-19 Primary),2021,12,12/2021,13
Sepsis,Emergency Dept,Secondary (COVID-19 Primary),2020,3,3/2020,1
Sepsis,Emergency Dept,Secondary (COVID-19 Primary),2020,4,4/2020,4
Sepsis,Emergency Dept,Secondary (COVID-19 Primary),2020,5,5/2020,4
Sepsis,Emergency Dept,Secondary (COVID-19 Primary),2020,6,6/2020,4
Sepsis,Emergency Dept,Secondary (COVID-19 Primary),2020,7,7/2020,9
Sepsis,Emergency Dept,Secondary (COVID-19 Primary),2020,8,8/2020,9
Sepsis,Emergency Dept,Secondary (COVID-19 Primary),2020,9,9/2020,6
Sepsis,Emergency Dept,Secondary (COVID-19 Primary),2020,10,10/2020,2
Sepsis,Emergency Dept,Secondary (COVID-19 Primary),2020,11,11/2020,9
Sepsis,Emergency Dept,Secondary (COVID-19 Primary),2020,12,12/2020,31
Sepsis,Emergency Dept,Secondary (COVID-19 Primary),2021,1,1/2021,35
Sepsis,Emergency Dept,Secondary (COVID-19 Primary),2021,2,2/2021,8
Sepsis,Emergency Dept,Secondary (COVID-19 Primary),2021,3,3/2021,6
Sepsis,Emergency Dept,Secondary (COVID-19 Primary),2021,4,4/2021,1
Sepsis,Emergency Dept,Secondary (COVID-19 Primary),2021,7,7/2021,3
Sepsis,Emergency Dept,Secondary (COVID-19 Primary),2021,8,8/2021,4
Sepsis,Emergency Dept,Secondary (COVID-19 Primary),2021,9,9/2021,6
Sepsis,Emergency Dept,Secondary (COVID-19 Primary),2021,10,10/2021,2
Sepsis,Emergency Dept,Secondary (COVID-19 Primary),2021,11,11/2021,3
Sepsis,Emergency Dept,Secondary (COVID-19 Primary),2021,12,12/2021,3
Stroke,Emergency Dept,Secondary (COVID-19 Primary),2020,12,12/2020,4
Stroke,Emergency Dept,Secondary (COVID-19 Primary),2021,3,3/2021,1
Stroke,Emergency Dept,Secondary (COVID-19 Primary),2021,10,10/2021,1
Substance Use Disorders,Emergency Dept,Secondary (COVID-19 Primary),2020,4,4/2020,1
Substance Use Disorders,Emergency Dept,Secondary (COVID-19 Primary),2020,6,6/2020,1
Substance Use Disorders,Emergency Dept,Secondary (COVID-19 Primary),2020,7,7/2020,2
Substance Use Disorders,Emergency Dept,Secondary (COVID-19 Primary),2020,8,8/2020,1
Substance Use Disorders,Emergency Dept,Secondary (COVID-19 Primary),2020,9,9/2020,2
Substance Use Disorders,Emergency Dept,Secondary (COVID-19 Primary),2020,12,12/2020,11
Substance Use Disorders,Emergency Dept,Secondary (COVID-19 Primary),2021,1,1/2021,11
Substance Use Disorders,Emergency Dept,Secondary (COVID-19 Primary),2021,2,2/2021,5
Substance Use Disorders,Emergency Dept,Secondary (COVID-19 Primary),2021,3,3/2021,4
Substance Use Disorders,Emergency Dept,Secondary (COVID-19 Primary),2021,5,5/2021,1
Substance Use Disorders,Emergency Dept,Secondary (COVID-19 Primary),2021,6,6/2021,1
Substance Use Disorders,Emergency Dept,Secondary (COVID-19 Primary),2021,7,7/2021,1
Substance Use Disorders,Emergency Dept,Secondary (COVID-19 Primary),2021,8,8/2021,1
Substance Use Disorders,Emergency Dept,Secondary (COVID-19 Primary),2021,9,9/2021,1
Substance Use Disorders,Emergency Dept,Secondary (COVID-19 Primary),2021,10,10/2021,3
Substance Use Disorders,Emergency Dept,Secondary (COVID-19 Primary),2021,11,11/2021,4
Substance Use Disorders,Emergency Dept,Secondary (COVID-19 Primary),2021,12,12/2021,2
Anxiety,Inpatient Discharges,Secondary (COVID-19 Not Primary),2020,1,1/2020,678
Anxiety,Inpatient Discharges,Secondary (COVID-19 Not Primary),2020,2,2/2020,660
Anxiety,Inpatient Discharges,Secondary (COVID-19 Not Primary),2020,3,3/2020,621
Anxiety,Inpatient Discharges,Secondary (COVID-19 Not Primary),2020,4,4/2020,470
Anxiety,Inpatient Discharges,Secondary (COVID-19 Not Primary),2020,5,5/2020,450
Anxiety,Inpatient Discharges,Secondary (COVID-19 Not Primary),2020,6,6/2020,469
Anxiety,Inpatient Discharges,Secondary (COVID-19 Not Primary),2020,7,7/2020,569
Anxiety,Inpatient Discharges,Secondary (COVID-19 Not Primary),2020,8,8/2020,521
Anxiety,Inpatient Discharges,Secondary (COVID-19 Not Primary),2020,9,9/2020,490
Anxiety,Inpatient Discharges,Secondary (COVID-19 Not Primary),2020,10,10/2020,501
Anxiety,Inpatient Discharges,Secondary (COVID-19 Not Primary),2020,11,11/2020,625
Anxiety,Inpatient Discharges,Secondary (COVID-19 Not Primary),2020,12,12/2020,926
Anxiety,Inpatient Discharges,Secondary (COVID-19 Not Primary),2021,1,1/2021,1090
Anxiety,Inpatient Discharges,Secondary (COVID-19 Not Primary),2021,2,2/2021,752
Anxiety,Inpatient Discharges,Secondary (COVID-19 Not Primary),2021,3,3/2021,647
Anxiety,Inpatient Discharges,Secondary (COVID-19 Not Primary),2021,4,4/2021,537
Anxiety,Inpatient Discharges,Secondary (COVID-19 Not Primary),2021,5,5/2021,567
Anxiety,Inpatient Discharges,Secondary (COVID-19 Not Primary),2021,6,6/2021,570
Anxiety,Inpatient Discharges,Secondary (COVID-19 Not Primary),2021,7,7/2021,557
Anxiety,Inpatient Discharges,Secondary (COVID-19 Not Primary),2021,8,8/2021,670
Anxiety,Inpatient Discharges,Secondary (COVID-19 Not Primary),2021,9,9/2021,724
Anxiety,Inpatient Discharges,Secondary (COVID-19 Not Primary),2021,10,10/2021,673
Anxiety,Inpatient Discharges,Secondary (COVID-19 Not Primary),2021,11,11/2021,656
Anxiety,Inpatient Discharges,Secondary (COVID-19 Not Primary),2021,12,12/2021,716
Asthma,Inpatient Discharges,Secondary (COVID-19 Not Primary),2020,1,1/2020,296
Asthma,Inpatient Discharges,Secondary (COVID-19 Not Primary),2020,2,2/2020,287
Asthma,Inpatient Discharges,Secondary (COVID-19 Not Primary),2020,3,3/2020,286
Asthma,Inpatient Discharges,Secondary (COVID-19 Not Primary),2020,4,4/2020,264
Asthma,Inpatient Discharges,Secondary (COVID-19 Not Primary),2020,5,5/2020,228
Asthma,Inpatient Discharges,Secondary (COVID-19 Not Primary),2020,6,6/2020,240
Asthma,Inpatient Discharges,Secondary (COVID-19 Not Primary),2020,7,7/2020,322
Asthma,Inpatient Discharges,Secondary (COVID-19 Not Primary),2020,8,8/2020,294
Asthma,Inpatient Discharges,Secondary (COVID-19 Not Primary),2020,9,9/2020,223
Asthma,Inpatient Discharges,Secondary (COVID-19 Not Primary),2020,10,10/2020,246
Asthma,Inpatient Discharges,Secondary (COVID-19 Not Primary),2020,11,11/2020,262
Asthma,Inpatient Discharges,Secondary (COVID-19 Not Primary),2020,12,12/2020,451
Asthma,Inpatient Discharges,Secondary (COVID-19 Not Primary),2021,1,1/2021,579
Asthma,Inpatient Discharges,Secondary (COVID-19 Not Primary),2021,2,2/2021,353
Asthma,Inpatient Discharges,Secondary (COVID-19 Not Primary),2021,3,3/2021,277
Asthma,Inpatient Discharges,Secondary (COVID-19 Not Primary),2021,4,4/2021,265
Asthma,Inpatient Discharges,Secondary (COVID-19 Not Primary),2021,5,5/2021,235
Asthma,Inpatient Discharges,Secondary (COVID-19 Not Primary),2021,6,6/2021,263
Asthma,Inpatient Discharges,Secondary (COVID-19 Not Primary),2021,7,7/2021,222
Asthma,Inpatient Discharges,Secondary (COVID-19 Not Primary),2021,8,8/2021,292
Asthma,Inpatient Discharges,Secondary (COVID-19 Not Primary),2021,9,9/2021,349
Asthma,Inpatient Discharges,Secondary (COVID-19 Not Primary),2021,10,10/2021,322
Asthma,Inpatient Discharges,Secondary (COVID-19 Not Primary),2021,11,11/2021,294
Asthma,Inpatient Discharges,Secondary (COVID-19 Not Primary),2021,12,12/2021,322
Behavioral Syndromes,Inpatient Discharges,Secondary (COVID-19 Not Primary),2020,1,1/2020,12
Behavioral Syndromes,Inpatient Discharges,Secondary (COVID-19 Not Primary),2020,2,2/2020,11
Behavioral Syndromes,Inpatient Discharges,Secondary (COVID-19 Not Primary),2020,3,3/2020,11
Behavioral Syndromes,Inpatient Discharges,Secondary (COVID-19 Not Primary),2020,4,4/2020,8
Behavioral Syndromes,Inpatient Discharges,Secondary (COVID-19 Not Primary),2020,5,5/2020,7
Behavioral Syndromes,Inpatient Discharges,Secondary (COVID-19 Not Primary),2020,6,6/2020,4
Behavioral Syndromes,Inpatient Discharges,Secondary (COVID-19 Not Primary),2020,7,7/2020,9
Behavioral Syndromes,Inpatient Discharges,Secondary (COVID-19 Not Primary),2020,8,8/2020,8
Behavioral Syndromes,Inpatient Discharges,Secondary (COVID-19 Not Primary),2020,9,9/2020,11
